zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
683863,4568 W 12th St,90019,Los Angeles,SingleFamily,2019,141275,1922,2249,623,1,1,Mid City,neighborhood,11/18/1988,84000,862400
534075,4441 Radium Dr,90032,Los Angeles,SingleFamily,2019,205255,1925,4014,801,1,2,Montecito Heights,neighborhood,03/18/2002,155000,535500
1312001,1107 S Hudson Ave,90019,Los Angeles,Duplex,2019,68295,1923,7184,2490,2,3,Mid City,neighborhood,NA,NA,862400
575028,11134 Gaynor Ave,91344,Granada Hills,MultiFamily2To4,2019,59283,1954,7553,1325,2,2,Granada Hills,neighborhood,10/18/2018,545000,591300
1477105,1816 S Sherbourne Dr,90035,Los Angeles,SingleFamily,2019,120934,1940,7101,1853,2,3,Crestview,neighborhood,NA,NA,1008400
657672,12007 Ratner St,91605,North Hollywood,SingleFamily,2019,241851,1966,6107,1699,2,3,Sun Valley,neighborhood,NA,NA,483500
582758,7119 Cozycroft Ave,91306,Winnetka,SingleFamily,2019,463276,1954,7783,1288,2,3,Winnetka,neighborhood,02/10/2015,430000,527400
912831,9142 Zelzah Ave,91325,Northridge,SingleFamily,2019,865000,1953,12270,2315,5,4,Northridge,neighborhood,10/11/2018,865000,676300
812346,8640 Delmonico Ave,91304,West Hills,SingleFamily,2019,619286,1976,10952,2641,3,4,West Hills,neighborhood,06/15/2012,550000,651200
672592,10854 Debra Ave,91344,Granada Hills,SingleFamily,2019,384254,1960,8191,1834,2,3,Granada Hills,neighborhood,05/03/1990,233000,591300
623398,11543 Garrick Ave,91342,Sylmar,SingleFamily,2019,566100,1964,8950,1813,2,4,Lakeview Terrace,neighborhood,09/14/2017,555000,483400
650318,5043 Novgorod St,90032,Los Angeles,SingleFamily,2019,372159,1924,4750,1108,1,2,El Sereno,neighborhood,06/22/2004,292000,481700
2538597,10801 Winnetka Ave,91311,Chatsworth,SingleFamily,2019,2820660,1940,169884,6143,6,4,Chatsworth,neighborhood,02/05/2014,1985000,613700
1174764,1205 Elden Ave,90006,Los Angeles,MultiFamily2To4,2019,775555,1903,261360,2,3,6,Harvard Heights,neighborhood,12/23/2014,660000,671500
777800,14303 Emelita St,91401,Van Nuys,SingleFamily,2019,243319,1939,6815,1302,2,3,Sherman Oaks,neighborhood,09/19/1997,126000,890000
1028833,1309 Palisades Dr,90272,Pacific Palisades,Condominium,2019,796586,1973,136722,1575,2,2,Pacific Palisades,neighborhood,06/08/2004,625000,2728800
935879,832 S Catalina St,90005,Los Angeles,SingleFamily,NA,NA,1921,NA,1300,2,3,Koreatown,neighborhood,NA,NA,613900
666213,1453 W 45th St,90062,Los Angeles,Triplex,2019,342981,1929,5689,2138,4,5,South Los Angeles,neighborhood,12/11/2001,259000,429200
1286441,119 Rees St,90293,Playa Del Rey,Townhouse,NA,NA,NA,NA,1300,1.5,2,Playa Del Rey,neighborhood,NA,NA,NA
693340,10024 Rutledge Pl,91352,Sun Valley,SingleFamily,2019,553572,1954,7437,1464,2,3,Sun Valley,neighborhood,12/30/2010,482000,483500
672653,5474 Village Grn,90016,Los Angeles,Condominium,2019,232000,1945,588770,1161,1,2,Crenshaw,neighborhood,01/23/2003,220000,654800
1212935,16729 Moorpark St,91436,Encino,SingleFamily,2019,776191,1949,8862,1839,2,3,Encino,neighborhood,08/21/2003,609000,872400
835990,12500 Mclennan Ave,91344,Granada Hills,SingleFamily,2019,591957,1967,11065,2548,3,5,Granada Hills,neighborhood,NA,NA,591300
1199492,12805 Gilmore Ave,90066,Los Angeles,SingleFamily,2019,379968,1947,4535,909,1,2,Del Rey,neighborhood,08/26/1992,244500,934700
2769308,10901 Savona Rd,90077,Los Angeles,SingleFamily,2019,239959,1968,55338,2589,3,2,Bel Air,neighborhood,NA,NA,3264800
399524,5709 S Figueroa St,90037,Los Angeles,SingleFamily,2019,38185,1921,6300,676,1,1,South Los Angeles,neighborhood,NA,NA,429200
623741,3959 S Harvard Blvd,90062,Los Angeles,SingleFamily,2019,251089,1920,5837,1500,2,3,South Los Angeles,neighborhood,10/14/2011,223000,429200
477942,11613 Borden Ave,91331,Pacoima,SingleFamily,2019,154384,1954,7932,985,1,3,Pacoima,neighborhood,NA,NA,429400
764727,3569 Tacoma Ave,90065,Los Angeles,SingleFamily,2019,216173,1923,5773,1147,2,3,Mount Washington,neighborhood,NA,NA,745100
471489,7552 Baird Ave,91335,Reseda,SingleFamily,2019,113004,1947,5780,779,1,2,Reseda,neighborhood,NA,NA,493700
532801,2308 Highland Dr,90016,Los Angeles,SingleFamily,2019,483785,1923,3301,1055,2,2,Mid City,neighborhood,06/26/2017,465000,862400
1657512,9856 Portola Dr,90210,Beverly Hills,SingleFamily,2019,1335961,1979,7630,2309,2,3,Beverly Crest,neighborhood,12/05/2014,1240000,2260600
861511,21319 Las Pilas Rd,91364,Woodland Hills,SingleFamily,2019,355261,1986,3042,2198,3,3,Woodland Hills,neighborhood,NA,NA,757200
1294140,1643 S Orange Grove Ave,90019,Los Angeles,SingleFamily,2019,1014874,1926,6377,1742,2,3,Mid City,neighborhood,11/08/2006,845000,862400
1803960,1834 Courtney Ave,90046,Los Angeles,SingleFamily,2019,667537,1958,6234,2106,3,5,Hollywood Hills,neighborhood,06/08/1999,327500,1755600
530073,281 W 12th St,90731,Los Angeles,SingleFamily,2019,197299,1928,3600,1078,1,3,San Pedro,neighborhood,NA,NA,578000
561152,9658 Saloma Ave,91343,North Hills,SingleFamily,2019,73128,1956,8457,1355,2,4,North Hills,neighborhood,NA,NA,546400
620114,3143 W 79th St,90043,Los Angeles,SingleFamily,2019,623333,1939,6000,1332,1,2,Park Mesa Heights,neighborhood,02/13/2007,519000,502000
714346,6342 Callicott Ave,91367,Woodland Hills,SingleFamily,2019,562986,1959,7927,1486,2,3,Woodland Hills,neighborhood,08/08/2012,285000,757200
595983,7746 Lindley Ave,91335,Reseda,SingleFamily,2019,474358,1953,7440,1276,2,3,Reseda,neighborhood,10/30/2015,447000,493700
867074,3815 Stockbridge Ave,90032,Los Angeles,Quadruplex,2019,569646,1955,6233,2768,4,4,El Sereno,neighborhood,07/14/2005,465000,481700
2193940,3136 Stanford Ave,90292,Los Angeles,SingleFamily,2019,1183602,1947,4014,2134,2,2,Venice,neighborhood,04/21/2004,699000,1538600
645625,9957 Montgomery Ave,91343,North Hills,SingleFamily,2019,220394,1953,7688,1816,2,3,North Hills,neighborhood,NA,NA,546400
629275,8101 Mason Ave,91306,Winnetka,SingleFamily,2019,415102,1956,8069,1623,2,3,Winnetka,neighborhood,12/16/2008,365000,527400
3385907,5730 Spring Oak Dr,90068,Los angeles,SingleFamily,2019,342000,1938,14242,3745,3.5,4,Hollywood Hills,neighborhood,05/23/2012,1300013,1755600
1162406,8000 Kittyhawk Ave,90045,Los Angeles,SingleFamily,2019,741763,1947,5793,1739,3,3,Westchester,neighborhood,12/20/2013,675000,1067500
540632,1866 W 41st Dr,90062,Los Angeles,SingleFamily,2019,485724,1912,6255,1317,2,3,South Los Angeles,neighborhood,08/01/2017,480000,429200
607146,13063 Aztec St,91342,Sylmar,SingleFamily,2019,178215,1978,9800,1632,3,3,Sylmar,neighborhood,NA,NA,473900
504696,724 E 75th St,90001,Los Angeles,MultiFamily2To4,2019,356418,1923,5100,1481,2,4,Southeast Los Angeles,neighborhood,09/02/2019,485000,359400
636775,19534 Turtle Ridge Ln,91326,Porter Ranch,Condominium,2019,358217,1988,3407,1746,3,4,Porter Ranch,neighborhood,11/12/1999,260000,756700
1704959,2801 Colby Ave,90064,Los Angeles,SingleFamily,2019,1346737,1951,5410,1640,3,3,Mar Vista,neighborhood,06/11/2015,1250000,1309500
1401930,2869 W 14th St,90006,Los Angeles,MultiFamily2To4,NA,NA,1920,5758,4090,6,6,Harvard Heights,neighborhood,08/18/2017,1240000,671500
505221,13325 Cranston Ave,91342,Sylmar,SingleFamily,2019,165665,1956,6298,1044,2,3,Sylmar,neighborhood,NA,NA,473900
408724,121 W 83rd St,90003,Los Angeles,SingleFamily,2019,160895,1913,5343,1092,1,2,Southeast Los Angeles,neighborhood,03/31/1999,114500,359400
754728,18637 Brymer St,91326,Porter Ranch,SingleFamily,2019,311343,1973,7867,1660,2,3,Porter Ranch,neighborhood,11/08/2006,280000,756700
1019411,6020 El Escorpion Rd,91367,Woodland Hills,SingleFamily,2019,156516,1964,12425,2244,3,3,Woodland Hills,neighborhood,NA,NA,757200
706255,1677 Westholme Ave APT 203,90024,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,800,1,1,Westwood,neighborhood,NA,NA,1137700
560913,5121 S Saint Andrews Pl,90062,Los Angeles,SingleFamily,2019,133857,1914,6395,1517,1,3,South Los Angeles,neighborhood,NA,NA,429200
609988,532 N Neptune Ave,90744,Wilmington,SingleFamily,2019,139992,1951,8448,2215,3,4,Wilmington,neighborhood,NA,NA,423700
394983,1655 E 111th Pl,90059,Los Angeles,SingleFamily,2019,166370,1923,4876,970,1,3,Watts,neighborhood,06/08/1998,93000,322300
1696016,1014 Marco Pl,90291,Venice,SingleFamily,2019,447915,1927,4280,1087,1,2,Venice,neighborhood,11/01/2002,345000,1538600
1856541,8371 Hollywood Blvd,90069,Los Angeles,SingleFamily,2019,1681458,1947,7993,1526,2,3,Hollywood Hills,neighborhood,02/27/2007,1400000,1755600
685797,3165 Farnsworth Ave,90032,Los Angeles,SingleFamily,2019,278382,1964,5008,1226,2,3,El Sereno,neighborhood,NA,NA,481700
857069,10759 Wystone Ave,91326,Porter Ranch,SingleFamily,2019,393750,1965,8715,2501,3,5,Northridge,neighborhood,04/25/1997,270000,676300
1746932,12725 Hacienda Dr,91604,Studio City,SingleFamily,2019,1338274,2003,6547,3419,5,4,Studio City,neighborhood,05/22/2019,1659000,1188900
1188478,5100 Mammoth Ave,91423,Sherman Oaks,SingleFamily,2019,796710,1957,7448,1790,1.5,3,Sherman Oaks,neighborhood,08/20/2013,725000,890000
704062,808 Eastman Pl,90731,San Pedro,SingleFamily,2019,342806,1961,5720,1328,2,3,San Pedro,neighborhood,NA,NA,578000
902606,5203 Highland View Ave,90041,Los Angeles,SingleFamily,2019,378210,1923,6626,1354,2,3,Eagle Rock,neighborhood,03/20/2001,280000,794500
791303,6025 Wilkinson Ave,91606,North Hollywood,SingleFamily,2019,437152,1956,5565,1710,3,4,Valley Glen,neighborhood,05/17/2001,265500,661900
759633,6620 Burnet Ave,91405,Van Nuys,SingleFamily,2019,263483,1954,8099,1843,2,3,Van Nuys,neighborhood,08/12/1994,175000,548000
808579,430 W 80th St,90003,Los Angeles,SingleFamily,2019,733482,1923,5347,924,2,3,South Los Angeles,neighborhood,06/19/2017,705000,429200
1041976,5801 Alcove Ave,91607,Valley Village,SingleFamily,2019,578567,1954,6969,2306,2.5,4,Valley Glen,neighborhood,NA,NA,661900
842595,6131 Ruby Pl,90042,Los Angeles,SingleFamily,2019,220517,1927,4249,1326,3,4,Highland Park,neighborhood,01/15/1988,105001,700300
662380,5814 Lasaine Ave,91316,Encino,SingleFamily,2019,155650,1949,5719,752,1,2,Encino,neighborhood,NA,NA,872400
512355,7622 Kyle St,91042,Tujunga,SingleFamily,2019,128731,1939,5498,812,1,2,Tujunga,neighborhood,NA,NA,558800
763314,6558 Lasaine Ave,91406,Van Nuys,SingleFamily,2019,127418,1968,6712,2130,3,4,Lake Balboa,neighborhood,NA,NA,546200
937486,1724 S Harvard Blvd,90006,Los Angeles,SingleFamily,2019,892500,1905,5837,2740,4,5,Harvard Heights,neighborhood,05/02/2018,875000,671500
1816104,12838 Short Ave,90066,Los Angeles,SingleFamily,2019,1611579,1949,5005,1957,3,3,Del Rey,neighborhood,03/14/2017,1549000,934700
679930,10057 Casaba Ave,91311,Chatsworth,SingleFamily,2019,520200,1959,8624,1723,2,3,Chatsworth,neighborhood,07/22/2016,500000,613700
948035,422 Casanova St,90012,Los Angeles,Triplex,2019,121482,1964,5571,2956,4,5,Central City East,neighborhood,NA,NA,604800
416288,139 W 118th Pl,90061,Los Angeles,SingleFamily,2019,161990,1940,5227,787,1,2,Southeast Los Angeles,neighborhood,07/29/2009,140000,359400
536342,12945 Kagel Canyon St,91331,Pacoima,MultiFamily2To4,2019,456735,1953,7405,1585,NA,4,Pacoima,neighborhood,11/08/2016,439000,429400
2078574,7201 Outpost Cove Dr,90068,Los Angeles,SingleFamily,2019,794286,1952,13909,2424,3,3,Hollywood Hills,neighborhood,01/27/1994,515000,1755600
570051,14456 Sayre St,91342,Sylmar,SingleFamily,2019,75763,1948,7223,1816,2,3,Sylmar,neighborhood,NA,NA,473900
1063473,923 S Dodson Ave,90732,San Pedro,SingleFamily,2019,895658,1940,6481,2580,3,4,San Pedro,neighborhood,06/10/2016,844000,578000
367722,16727 Vanowen St,91406,Van Nuys,Townhouse,2019,209735,1974,134700,930,2,1,Lake Balboa,neighborhood,04/12/2019,348500,546200
1094136,1943 Hauser Blvd,90016,Los Angeles,SingleFamily,2019,678753,1940,5399,1410,2,3,Mid City,neighborhood,03/08/2015,630000,862400
659560,1555 W 37th Pl,90018,Los Angeles,MultiFamily2To4,2019,625000,1915,6795,2198,3,2,South Los Angeles,neighborhood,10/11/2018,625000,429200
793634,19103 Arminta St,91335,Reseda,SingleFamily,2019,301493,1949,12196,2645,4,5,Reseda,neighborhood,NA,NA,493700
3214306,317 N Las Palmas Ave,90004,Los Angeles,SingleFamily,2019,841403,1949,12204,3694,3,3,Mid Wilshire,neighborhood,NA,NA,1620500
1203019,5337 Abbott Pl,90042,Los Angeles,SingleFamily,2019,1147500,1910,8542,1149,2,2,Highland Park,neighborhood,05/15/2018,1125000,700300
692436,11468 Autumn Glen Ct,91326,Northridge,Condominium,2019,639000,2003,133957,1714,3,3,Porter Ranch,neighborhood,06/13/2006,690000,756700
394752,1818 E 115th St,90059,Los Angeles,SingleFamily,2019,71000,1927,6997,870,1,2,Watts,neighborhood,06/28/1991,83000,322300
847052,2154 1/2 Fargo St,90039,Los Angeles,SingleFamily,NA,NA,NA,NA,834,1,2,Echo Park,neighborhood,NA,NA,809300
1716227,1256 Bienveneda Ave,90272,Pacific Palisades,SingleFamily,2019,1009405,1972,7973,1754,2,3,Pacific Palisades,neighborhood,NA,NA,2728800
632517,7818 Maynard Ave,91304,West Hills,SingleFamily,2019,630000,1962,7535,1256,2,3,West Hills,neighborhood,05/04/2007,587000,651200
1324948,10632 Camarillo St,91602,North Hollywood,SingleFamily,2019,675583,1941,6120,3271,3.5,5,Toluca Lake,neighborhood,12/15/2017,1205000,866000
552724,7515 Paso Robles Ave,91406,Van Nuys,SingleFamily,2019,216336,1950,7428,1181,2,3,Lake Balboa,neighborhood,05/18/1994,51090,546200
162189,14619 Gledhill St APT 204,91402,Panorama City,MultiFamily2To4,NA,NA,NA,NA,870,2,2,Panorama City,neighborhood,NA,NA,424200
1025302,5100 Willowcrest Ave,91601,North Hollywood,MultiFamily2To4,2019,884340,1947,5135,2016,3,5,North Hollywood,neighborhood,01/19/2017,850000,536800
645194,17100 Lorne St,91406,Van Nuys,SingleFamily,2019,444346,1952,5959,1567,2,3,Lake Balboa,neighborhood,01/16/2008,341500,546200
623012,10131 Keokuk Ave,91311,Chatsworth,SingleFamily,2019,561000,1961,11020,1585,2,3,Chatsworth,neighborhood,08/10/2017,550000,613700
1122593,3140 Silverado Dr,90039,Los Angeles,SingleFamily,2019,308650,1926,5220,1080,1,2,Silver Lake,neighborhood,03/31/1995,235000,991200
769404,7644 Nita Ave,91304,Canoga Park,SingleFamily,2019,653000,1978,11107,2187,3,3,Canoga Park,neighborhood,09/04/2007,660000,487900
1058068,2064 Panamint Dr,90065,Los Angeles,SingleFamily,2019,998595,1965,37097,1629,2,4,Glassell Park,neighborhood,07/21/2015,941000,744500
597262,21026 Gault St,91303,Canoga Park,SingleFamily,2019,57532,1936,15028,837,2,3,Canoga Park,neighborhood,03/11/1971,4000,487900
131422,8617 Wilbur Ave APT 3,91324,Northridge,Townhouse,NA,NA,NA,NA,1100,2,4,Northridge,neighborhood,NA,NA,676300
854034,6642 Encino Ave,91406,Van Nuys,SingleFamily,2019,134383,1950,17019,2323,2,3,Lake Balboa,neighborhood,NA,NA,546200
568302,13340 Bracken St,91331,Arleta,SingleFamily,2019,468000,1955,7083,1414,2,3,Arleta,neighborhood,01/13/2006,520000,456400
788698,12441 Kittridge St,91606,North Hollywood,SingleFamily,2019,408439,1958,8591,1945,2,3,Valley Glen,neighborhood,01/14/2013,370000,661900
1984775,1400 San Ysidro Dr,90210,Beverly Hills,SingleFamily,2019,149179,1938,10606,1810,2,2,Beverly Crest,neighborhood,NA,NA,2260600
615066,8334 Glenoaks Blvd,91352,Sun Valley,SingleFamily,2019,305909,1950,6320,1086,1,3,Sun Valley,neighborhood,06/17/2009,265000,483500
573071,8217 Matilija Ave,91402,Panorama City,SingleFamily,2019,417584,1950,6150,1392,2,3,Panorama City,neighborhood,01/16/2014,380000,424200
654411,6560 Longridge Ave,91401,Van Nuys,SingleFamily,2019,111548,1951,8981,1222,2,3,Valley Glen,neighborhood,04/22/1994,115000,661900
713350,3223 La Clede Ave,90039,Los Angeles,SingleFamily,2019,268657,1923,5400,924,1,3,Atwater Village,neighborhood,03/03/2000,195000,756200
436422,954 E Lanzit Ave,90059,Los Angeles,SingleFamily,2019,173143,1949,7378,1346,1,3,Southeast Los Angeles,neighborhood,NA,NA,359400
663208,10010 Yolanda Ave,91324,Northridge,SingleFamily,2019,333759,1971,7500,1656,2,3,Northridge,neighborhood,02/09/1999,237500,676300
947548,6148 Capistrano Ave,91367,Woodland Hills,SingleFamily,2019,123908,1964,11201,2394,3,4,Woodland Hills,neighborhood,NA,NA,757200
647868,22400 Lull St,91304,West Hills,SingleFamily,2019,276923,1959,7313,1600,2,3,West Hills,neighborhood,04/24/2000,201000,651200
633024,546 W 32nd St,90731,San Pedro,Triplex,2019,321791,1912,5000,1554,3,3,San Pedro,neighborhood,12/28/2001,255000,578000
601230,6464 Blewett Ave,91406,Van Nuys,SingleFamily,2019,190595,1948,5649,1105,1,3,Lake Balboa,neighborhood,04/26/1996,128000,546200
495159,549 Clifton St,90031,Los Angeles,SingleFamily,2019,229913,1936,2999,480,1,1,Lincoln Heights,neighborhood,10/18/2000,70000,489200
560493,13696 Simshaw Ave,91342,Sylmar,SingleFamily,2019,187593,1959,7913,1274,2,3,Sylmar,neighborhood,11/06/1996,128500,473900
2000012,747 S Spaulding Ave,90036,Los Angeles,MultiFamily2To4,2019,1435623,1940,6577,4070,4,6,Mid City,neighborhood,05/11/2011,1250012,862400
791062,20101 Mcdonie Pl,91367,Woodland Hills,SingleFamily,2019,122799,1957,18520,1450,2,3,Woodland Hills,neighborhood,NA,NA,757200
846409,16835 Mccormick St,91436,Encino,SingleFamily,2019,91814,1952,5937,1465,2,2,Encino,neighborhood,NA,NA,872400
626391,19534 Haynes St,91335,Reseda,SingleFamily,2019,217084,1956,6756,1584,2,4,Reseda,neighborhood,NA,NA,493700
1166032,4028 Denny Ave,91604,Studio City,SingleFamily,2019,965698,1928,4804,1474,2,2,Studio City,neighborhood,04/15/2016,910000,1188900
1101147,535 Coleman Ave # 14,90042,Los Angeles,Quadruplex,2019,882039,1971,5608,3248,4,8,Hermon,neighborhood,10/18/2005,720000,639600
1602749,427 N Stanley Ave,90036,Los Angeles,Condominium,NA,NA,1927,NA,NA,2.5,2,Mid City West,neighborhood,09/04/2018,4500,1516200
1216173,8061 Kentwood Ave,90045,Los Angeles,SingleFamily,2019,98630,1947,7987,1027,1,3,Westchester,neighborhood,NA,NA,1067500
792469,11891 Balboa Blvd,91344,Granada Hills,SingleFamily,2019,272121,1957,10078,2029,2,3,Granada Hills,neighborhood,NA,NA,591300
481771,1200 W 56th St,90037,Los Angeles,SingleFamily,2019,365054,1924,3484,1131,2,2,South Los Angeles,neighborhood,12/07/2015,344000,429200
493685,1314 W 222nd St,90501,Torrance,SingleFamily,2019,298605,1924,7198,660,1,2,Harbor Gateway,neighborhood,06/11/2003,230000,513600
529916,536 W 112th St,90044,Los Angeles,SingleFamily,2019,507450,1925,5187,1473,2,4,South Los Angeles,neighborhood,06/14/2018,497500,429200
577827,6967 Cozycroft Ave,91306,Winnetka,SingleFamily,2019,378999,1954,7534,1224,2,3,Winnetka,neighborhood,09/10/2010,330000,527400
825304,4740 Twining St,90032,Los Angeles,SingleFamily,2019,780300,1963,7148,1196,2,3,El Sereno,neighborhood,03/20/2018,765000,481700
601521,7549 Etiwanda Ave,91335,Reseda,SingleFamily,2019,576300,1950,8502,1251,2,3,Reseda,neighborhood,06/22/2018,565000,493700
674882,11578 Wyoming Ave UNIT 101,90025,Los Angeles,Condominium,2019,613835,1976,6023,872,1,1,Sawtelle,neighborhood,06/30/2017,590000,849300
439803,7056 Highcliff Trl,91042,Tujunga,SingleFamily,2019,131236,1952,1712,576,1,2,Tujunga,neighborhood,NA,NA,558800
1151263,4625 Varna Ave,91423,Sherman Oaks,SingleFamily,2019,945695,1949,7694,1704,1.75,3,Sherman Oaks,neighborhood,12/05/2014,815000,890000
642396,5127 Cahuenga Blvd,91601,North Hollywood,SingleFamily,2019,245795,1948,2500,855,1,2,North Hollywood,neighborhood,NA,NA,536800
429642,1417 W 67th St,90047,Los Angeles,SingleFamily,2019,258572,1922,3622,805,1,2,South Los Angeles,neighborhood,11/14/2014,240000,429200
795009,11052 Valerio St,91352,Sun Valley,SingleFamily,2019,609576,1950,6750,2352,3,4,Sun Valley,neighborhood,NA,NA,483500
668930,11928 S Central Ave,90059,Los Angeles,SingleFamily,2019,643150,2005,4456,1638,2,4,Southeast Los Angeles,neighborhood,09/26/2019,646000,359400
663572,17025 San Jose St,91344,Granada Hills,SingleFamily,2019,123172,1963,9511,1830,1,3,Granada Hills,neighborhood,NA,NA,591300
683811,8503 Hayvenhurst Ave,91343,North Hills,SingleFamily,2019,598229,1952,16291,1269,2,3,North Hills,neighborhood,01/18/2017,575000,546400
434116,5407 Latham St,90011,Los Angeles,Duplex,2019,76461,1957,3697,1120,2,2,Southeast Los Angeles,neighborhood,NA,NA,359400
1664512,836 N Sycamore Ave,90038,Los Angeles,SingleFamily,2019,1477368,1927,7426,1000,2,2,Hollywood,neighborhood,03/15/2017,1420000,744100
1557074,3976 Witzel Dr,91423,Sherman Oaks,SingleFamily,2019,1057765,1963,8712,3014,2.5,4,Sherman Oaks,neighborhood,05/17/2011,921000,890000
1291769,7848 W 80th St,90293,Playa del rey,SingleFamily,2019,689558,1985,5000,1874,3,3,Playa Del Rey,neighborhood,12/04/1991,435000,NA
675066,23055 Victory Blvd,91307,West Hills,SingleFamily,2019,323226,1957,9147,1463,2,4,West Hills,neighborhood,03/03/2009,280000,651200
837524,15826 Bahama St,91343,North Hills,SingleFamily,2019,664314,1977,11761,3140,3,4,North Hills,neighborhood,07/13/2015,626000,546400
708738,16931 Itasca St,91343,Northridge,SingleFamily,2019,405291,1961,7530,1926,2,4,Northridge,neighborhood,NA,NA,676300
743426,6336 Vicland Pl,91606,North Hollywood,SingleFamily,2019,96541,1948,6599,1561,1,3,North Hollywood,neighborhood,NA,NA,536800
634982,3941 Brighton Ave,90062,Los Angeles,Triplex,2019,317544,1936,5580,1624,2,NA,South Los Angeles,neighborhood,12/11/2000,233000,429200
533860,11565 Dronfield Ave,91331,Pacoima,SingleFamily,2019,308841,1953,9709,1533,3,5,Pacoima,neighborhood,NA,NA,429400
632071,20419 Romar St,91311,Chatsworth,SingleFamily,2019,639845,1975,9352,1813,2,3,Chatsworth,neighborhood,07/22/2016,615000,613700
491356,7019 Milwood Ave,91303,Canoga Park,SingleFamily,2019,231424,1951,11325,648,1,1,Canoga Park,neighborhood,08/26/2009,200000,487900
614660,10864 Vinedale St,91352,Sun Valley,SingleFamily,2019,64557,1951,7650,1230,2.5,4,Sun Valley,neighborhood,NA,NA,483500
1927752,3515 Stoner Ave,90066,Los Angeles,SingleFamily,2019,171982,1946,10127,2518,3,6,Mar Vista,neighborhood,07/09/1974,39500,1309500
739712,5023 La Roda Ave,90041,Los Angeles,SingleFamily,2019,277543,1922,6634,949,1,2,Eagle Rock,neighborhood,NA,NA,794500
474794,827 E 85th St,90001,Los Angeles,SingleFamily,2019,184641,1930,5099,1644,2,2,Southeast Los Angeles,neighborhood,11/29/1995,124000,359400
1237018,15051 Greenleaf St,91403,Sherman Oaks,SingleFamily,2019,751228,1960,6230,2169,2,3,Sherman Oaks,neighborhood,NA,NA,890000
378254,222 S Central Ave APT 215,90012,Los Angeles,Condominium,2019,108576,1985,87054,579,1,1,Downtown,neighborhood,09/18/2001,82000,532300
758239,326 Welcome St,90026,Los Angeles,SingleFamily,2019,571265,2011,6011,1080,1,1,Westlake,neighborhood,09/24/2012,505000,575800
846817,17516 Chase St,91325,Northridge,SingleFamily,2019,700628,1953,22277,2040,3,3,Northridge,neighborhood,09/25/2003,545000,676300
953809,3832 S Ridgeley Dr,90008,Los Angeles,SingleFamily,2019,716589,1947,6873,1508,2,3,Crenshaw,neighborhood,12/09/2016,682000,654800
646240,327 N Harbor View Ave,90732,San Pedro,SingleFamily,2019,391882,1944,5347,1070,1,2,San Pedro,neighborhood,10/16/2012,355000,578000
1495474,1510 Rosalia Rd,90027,Los Angeles,Quadruplex,2019,1206683,1924,6599,3692,4,4,Los Feliz,neighborhood,11/03/2005,985000,1454100
1734394,9421 Oak Leaf Dr,91311,Chatsworth,SingleFamily,2019,1376246,1992,18253,6009,6,5,Chatsworth,neighborhood,08/14/2002,1060000,613700
814204,11422 Pala Mesa Dr,91326,Porter Ranch,SingleFamily,2019,519421,1975,10453,2108,3,4,Porter Ranch,neighborhood,06/20/2000,377000,756700
3414681,1657 Marmont Ave,90069,Los Angeles,SingleFamily,2019,3767287,1947,10690,3210,3,3,Hollywood Hills,neighborhood,01/29/2016,3550000,1755600
948487,3511 West Blvd,90016,Los Angeles,SingleFamily,2019,656013,1951,6003,1436,2,3,West Adams,neighborhood,04/29/2005,525000,690600
767041,22314 Michale St,91304,West Hills,SingleFamily,2019,542563,1963,11915,2436,3,5,West Hills,neighborhood,02/03/2009,470000,651200
1060324,7418 Henefer Ave,90045,Los Angeles,SingleFamily,2019,392660,1950,5181,1036,1,2,Westchester,neighborhood,04/05/2000,285000,1067500
1326008,2003 S Victoria Ave,90016,Los Angeles,SingleFamily,2019,379594,1922,8874,2597,2,4,Mid City,neighborhood,12/06/1996,130000,862400
594626,1016 E 83rd St,90001,Los Angeles,MultiFamily2To4,2019,404019,1941,5707,2034,NA,3,Southeast Los Angeles,neighborhood,06/03/2015,375000,359400
1416212,3621 Tilden Ave,90034,Los Angeles,SingleFamily,2019,188422,1956,5405,1518,2,3,Palms,neighborhood,NA,NA,951600
793750,10925 De Soto Ave,91311,Chatsworth,SingleFamily,2019,543116,1954,18858,1860,2,3,Chatsworth,neighborhood,01/30/2013,492000,613700
2826516,2607 S Beverly Dr,90034,Los Angeles,SingleFamily,2019,160656,1962,8615,3330,5,5,Beverlywood,neighborhood,NA,NA,1617800
674546,8537 Cayuga Ave,91352,Sun Valley,SingleFamily,2019,273019,1947,6751,2182,2,4,Sun Valley,neighborhood,07/15/1994,130000,483500
653359,15709 Simonds St,91344,Granada Hills,SingleFamily,2019,545700,1956,7736,1486,2,4,Granada Hills,neighborhood,07/31/2019,625000,591300
949975,9436 Carlynn Pl,91042,Tujunga,SingleFamily,2019,614872,1969,13253,1793,2,4,Tujunga,neighborhood,07/13/2012,557000,558800
1179097,6613 Crenshaw Blvd,90043,Los Angeles,Triplex,2019,234511,1925,10754,4237,6,6,Park Mesa Heights,neighborhood,NA,NA,502000
