zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
1225935,330 N Plymouth Blvd,90004,Los Angeles,SingleFamily,2019,270087,1921,3750,1283,2,3,Mid Wilshire,neighborhood,11/26/1996,185000,1620500
659283,6101 S Rimpau Blvd,90043,Los Angeles,SingleFamily,2019,214179,1924,5634,1124,2,2,Park Mesa Heights,neighborhood,02/23/2000,112000,502000
767402,21330 Germain St,91311,Chatsworth,SingleFamily,2019,189046,1977,8900,2431,3,4,Chatsworth,neighborhood,NA,NA,613700
473225,2127 Johnston St,90031,Los Angeles,SingleFamily,2019,405944,1907,1704,848,1,1,Lincoln Heights,neighborhood,12/18/2006,260000,489200
948140,2267 Alcyona Dr,90068,Los Angeles,MultiFamily2To4,2019,1006995,1954,3600,800,1,1,Hollywood Hills,neighborhood,NA,NA,1755600
786363,6033 Van Noord Ave,91401,Van Nuys,SingleFamily,2019,94449,1953,5891,1579,2,3,Valley Glen,neighborhood,11/08/2016,2995,661900
2083001,12012 Dewey St,90066,Los Angeles,SingleFamily,2019,481284,1948,5499,2759,3,4,Mar Vista,neighborhood,NA,NA,1309500
717050,1350 N Stanley Ave,90046,Los Angeles,Condominium,2019,602397,1920,6447,1050,1,2,Hollywood,neighborhood,03/27/2012,535000,744100
1833026,1770 Washington Way,90291,Venice,Duplex,2019,875193,1923,4204,1662,2,2,Venice,neighborhood,10/22/2003,675000,1538600
529549,2933 Marengo St,90033,Los Angeles,SingleFamily,2019,376727,1922,5562,1027,1,3,Boyle Heights,neighborhood,04/21/2016,355000,413200
529730,11620 Woodcock Ave,91340,San Fernando,SingleFamily,2019,52691,1956,6008,1591,2,4,Pacoima,neighborhood,NA,NA,429400
1809940,2353 Greenfield Ave,90064,Los Angeles,SingleFamily,2019,1467051,1929,6480,1946,3,4,Cheviot Hills,neighborhood,06/20/2019,1725000,1814100
698530,21933 Harvard Blvd,90501,Torrance,Duplex,2019,87637,1941,11712,1870,3,5,Harbor Gateway,neighborhood,NA,NA,513600
719082,23825 Archwood St,91307,West Hills,SingleFamily,2019,567017,1959,7800,1250,2,3,West Hills,neighborhood,07/11/2019,560000,651200
817865,815 E 87th Pl,90002,Los Angeles,MultiFamily2To4,2019,652800,1964,4791,3600,NA,10,Southeast Los Angeles,neighborhood,09/14/2017,2076000,359400
770284,743 W 27th St,90731,Los Angeles,SingleFamily,2019,738009,1998,5002,2400,3,3,San Pedro,neighborhood,09/25/2013,635000,578000
940474,19531 Lemarsh St,91324,Northridge,SingleFamily,2019,189799,1964,16921,2872,3,4,Northridge,neighborhood,NA,NA,676300
860530,1701 Deloz Ave,90027,Los Angeles,SingleFamily,2019,705308,1922,4059,528,1,1,Los Feliz,neighborhood,09/08/2015,3000,1454100
612211,14791 Bledsoe St,91342,Sylmar,SingleFamily,2019,580000,1957,17565,1306,2,3,Sylmar,neighborhood,11/22/2004,550000,473900
560975,2820 Altura St,90031,Los Angeles,SingleFamily,2019,459000,1905,2657,880,2,2,Lincoln Heights,neighborhood,12/22/2014,375000,489200
511059,13200 Corcoran St,91340,San Fernando,SingleFamily,2019,443209,1958,8140,1075,2,3,Pacoima,neighborhood,10/12/2016,426000,429400
841163,5847 Graves Ave,91316,Encino,SingleFamily,2019,794843,1956,6011,1403,2,3,Encino,neighborhood,04/27/2016,749000,872400
564156,8146 Yarmouth Ave,91335,Reseda,SingleFamily,2019,282821,1954,6098,1250,2,4,Reseda,neighborhood,02/27/2009,245000,493700
885435,836 1/2 N Benton Way,90026,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,1,2,Silver Lake,neighborhood,NA,NA,991200
920157,6331 Zelzah Ave,91316,Encino,SingleFamily,2019,613283,1963,7296,1773,2,3,Encino,neighborhood,07/02/2009,530000,872400
1225311,5510 Van Noord Ave,91401,Sherman Oaks,SingleFamily,2019,551031,1952,8210,2173,3,3,Sherman Oaks,neighborhood,NA,NA,890000
517761,14064 Gruen St,91331,Arleta,SingleFamily,2019,189706,1952,6600,1217,2,2,Arleta,neighborhood,10/15/1998,135000,456400
768865,5703 Colbath Ave,91401,Van Nuys,SingleFamily,2019,225526,1951,6695,1309,2,2,Valley Glen,neighborhood,NA,NA,661900
615964,1830 Pomeroy Ave,90033,Los Angeles,SingleFamily,2019,220431,1998,4745,1510,3,3,Lincoln Heights,neighborhood,09/03/1999,160000,489200
1316697,4903 Newcastle Ave,91316,Encino,SingleFamily,2019,855000,1948,6747,2524,3,4,Encino,neighborhood,05/02/2019,1250000,872400
1203194,1212 S Curson Ave,90019,Los Angeles,SingleFamily,2019,49174,1924,5998,1151,1,2,Mid City,neighborhood,NA,NA,862400
817963,1743 Phillips Way,90042,Los Angeles,SingleFamily,2019,490051,1914,5760,1028,2,2,Highland Park,neighborhood,04/13/2004,384500,700300
572984,12212 Bradford Pl,91344,Granada Hills,SingleFamily,2019,527238,1961,9970,1440,2,4,Granada Hills,neighborhood,11/07/2017,516950,591300
465457,11048 Burnet Ave,91345,Mission Hills,SingleFamily,2019,129246,1940,10802,873,1,2,Mission Hills,neighborhood,NA,NA,492300
574250,130 E 109th St,90061,Los Angeles,Duplex,2019,392488,1924,5324,1908,2,5,Southeast Los Angeles,neighborhood,12/28/2006,550000,359400
964168,10840 Fullbright Ave,91311,Chatsworth,SingleFamily,2019,147193,1971,17013,2648,3,4,Chatsworth,neighborhood,NA,NA,613700
426768,127 W 93rd St,90003,Los Angeles,SingleFamily,2019,35330,1938,5411,1038,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
1034778,604 Wilcox Ave,90004,Los Angeles,Condominium,2019,280878,1973,61766,1708,3,3,Mid Wilshire,neighborhood,11/13/2019,1010000,1620500
1583415,4123 Nagle Ave,91423,Sherman Oaks,SingleFamily,2019,1167208,1941,8826,2239,3,3,Sherman Oaks,neighborhood,11/15/2002,899000,890000
858852,12131 Falcon Crest Way,91326,Porter Ranch,Condominium,2019,716167,1989,4574,2814,3,4,Porter Ranch,neighborhood,NA,NA,756700
650743,17814 Duncan St,91316,Encino,SingleFamily,2019,243177,1950,6211,1415,1,3,Encino,neighborhood,08/21/1997,170000,872400
2185812,4318 Ben Ave,91604,Studio City,SingleFamily,2019,1435621,1937,13500,3268,3,4,Studio City,neighborhood,12/14/2010,1250000,1188900
786999,20576 Califa St,91367,Woodland Hills,SingleFamily,2019,393843,1960,10057,1800,2,3,Woodland Hills,neighborhood,12/06/1993,258500,757200
650764,20754 Stagg St,91306,Winnetka,SingleFamily,2019,379708,1960,7506,1744,2,4,Winnetka,neighborhood,08/11/1988,203000,527400
628256,13350 Gridley St,91342,Sylmar,SingleFamily,2019,450387,1951,30927,1688,3,3,Sylmar,neighborhood,06/15/2012,400000,473900
658806,6506 Hesperia Ave,91335,Reseda,SingleFamily,2019,169620,1950,6202,1643,2,3,Reseda,neighborhood,NA,NA,493700
1144887,4438 Camellia Ave,91602,North Hollywood,SingleFamily,2019,480619,1936,7425,1484,2,3,Studio City,neighborhood,06/15/1999,342000,1188900
1578061,1626 Virginia Rd,90019,Los Angeles,SingleFamily,2019,351650,1923,8940,2712,3,5,Mid City,neighborhood,11/29/2007,1250000,862400
694464,1154 S Barrington Ave,90049,Los Angeles,Condominium,NA,NA,1973,NA,930,3,2,Brentwood,neighborhood,NA,NA,2404000
1778133,4122 Don Luis Dr,90008,Los Angeles,SingleFamily,2019,656802,1951,19091,3666,5,5,Crenshaw,neighborhood,NA,NA,654800
838743,11821 Louise Ave,91344,Granada Hills,SingleFamily,2019,659822,1964,17859,2418,3,5,Granada Hills,neighborhood,09/29/2011,586000,591300
720971,23435 Welby Way,91307,West Hills,SingleFamily,2019,573050,1959,6969,1570,2,3,West Hills,neighborhood,01/14/2016,540000,651200
592728,20000 Lull St,91306,Winnetka,SingleFamily,2019,79281,1954,7202,1618,2,3,Winnetka,neighborhood,NA,NA,527400
524487,1307 W 83rd St,90044,Los Angeles,SingleFamily,2019,206702,1936,5100,1584,1,2,South Los Angeles,neighborhood,05/27/1994,133000,429200
1118383,1324 Carmona Ave,90019,Los Angeles,SingleFamily,2019,987922,1937,4856,1382,1,2,Mid City,neighborhood,09/26/2013,899000,862400
1257186,24054 Mariano St,91367,Woodland Hills,SingleFamily,2019,1150000,1963,15246,3100,3,4,Woodland Hills,neighborhood,07/15/2008,1039000,757200
763839,827 W 22nd St,90731,San Pedro,SingleFamily,2019,99500,1948,10140,1434,2,3,San Pedro,neighborhood,12/10/2019,750000,578000
557628,9855 Amboy Ave,91331,Pacoima,SingleFamily,2019,224461,1953,5772,1750,2,3,Pacoima,neighborhood,04/07/1995,130000,429400
660368,7854 Glenoaks Blvd,91352,Sun Valley,SingleFamily,2019,488987,1954,6588,1154,2,3,Sun Valley,neighborhood,10/05/2016,470000,483500
700055,5009 Templeton St,90032,Los Angeles,SingleFamily,2019,254563,1924,11502,1540,1,3,El Sereno,neighborhood,02/12/2010,220000,481700
1184133,4433 S Centinela Ave,90066,Los Angeles,Duplex,2019,411639,1957,2499,1586,2,5,Del Rey,neighborhood,09/10/1999,213500,934700
580822,1919 Mount Shasta Dr,90732,San Pedro,Townhouse,2019,360197,1976,255187,1307,3,2,San Pedro,neighborhood,08/10/2018,549000,578000
1693993,18105 Chardon Cir,91316,Encino,SingleFamily,2019,1621800,1964,18613,4000,5,5,Encino,neighborhood,06/15/2018,1590000,872400
1439693,11559 Huston St,91601,North Hollywood,SingleFamily,2019,1507053,1925,7797,948,1,2,Valley Village,neighborhood,04/24/2012,453000,851200
1505397,22256 Cass Ave,91364,Woodland Hills,SingleFamily,2019,1425000,1956,8289,3469,5,4,Woodland Hills,neighborhood,08/29/2018,1425000,757200
1753167,512 N Harper Ave,90048,Los Angeles,Duplex,2019,210777,1925,5239,1736,2,2,Mid City West,neighborhood,07/07/1994,140000,1516200
1184215,3157 Lindo St,90068,Los Angeles,SingleFamily,2019,118248,1936,5227,1777,2,4,Hollywood Hills,neighborhood,NA,NA,1755600
877653,2834 Palmer Dr,90065,Los Angeles,SingleFamily,2019,317420,1955,5193,1614,2,2,Eagle Rock,neighborhood,12/18/2000,235000,794500
1127912,7401 W 89th St,90045,Los Angeles,SingleFamily,2019,126697,1951,5984,1500,2,3,Playa Del Rey,neighborhood,NA,NA,NA
543806,4425 Whitsett Ave UNIT 101,91604,Los angeles,Condominium,2019,260686,1978,19158,1285,2,2,Studio City,neighborhood,06/05/2001,193000,1188900
613970,10151 Collett Ave,91343,North Hills,SingleFamily,2019,412854,1953,7620,1450,2.5,3,North Hills,neighborhood,02/22/2013,374000,546400
1872793,6350 W 77th St,90045,Los Angeles,SingleFamily,2019,1366713,1952,11101,3018,2.5,4,Westchester,neighborhood,07/23/2010,1190000,1067500
1041844,12080 Laurel Terrace Dr,91604,Studio City,SingleFamily,2019,245792,1951,5997,1044,1,2,Studio City,neighborhood,NA,NA,1188900
566098,4225 S Raymond Ave,90037,Los Angeles,SingleFamily,2019,186865,1922,6014,1340,1,2,South Los Angeles,neighborhood,07/01/1996,116363,429200
1627015,12612 Rose Ave,90066,Los Angeles,SingleFamily,2019,1513058,1947,5049,1755,2,3,Mar Vista,neighborhood,03/20/2014,1250012,1309500
1382288,11405 Charnock Rd,90066,Los Angeles,SingleFamily,2019,336812,1947,4907,1236,2,3,Mar Vista,neighborhood,NA,NA,1309500
631232,10414 Mcclemont Ave,91042,Tujunga,SingleFamily,2019,567120,1946,4887,1278,2,3,Tujunga,neighborhood,07/28/2017,556000,558800
1700322,1820 Virginia Rd,90019,Los Angeles,SingleFamily,2019,836306,1922,8941,3420,2,7,Mid City,neighborhood,NA,NA,862400
1330800,1211 N Las Palmas Ave,90038,Los Angeles,SingleFamily,2019,1220387,2013,1611,1938,4,3,Hollywood,neighborhood,10/15/2015,1150000,744100
1344365,3826 Vineland Ave,91604,Studio City,SingleFamily,2019,625369,1949,6882,1807,2,2,Studio City,neighborhood,04/01/1999,445000,1188900
1251599,5237 San Feliciano Dr,91364,Woodland hills,SingleFamily,2019,562985,1991,9147,3373,2.5,3,Woodland Hills,neighborhood,12/07/2011,650000,757200
666781,17424 Tribune St,91344,Granada Hills,Duplex,2019,197300,1958,10259,1708,2,4,Granada Hills,neighborhood,03/19/1996,132500,591300
451731,845 W 54th St,90037,Los Angeles,SingleFamily,2019,141142,1910,5183,1082,1,2,South Los Angeles,neighborhood,10/25/2000,104500,429200
467462,6946 Owensmouth Ave,91303,Canoga Park,SingleFamily,2019,41253,1948,5501,966,1,2,Canoga Park,neighborhood,12/27/2019,4560000,487900
641021,18231 Schoenborn St,91325,Northridge,SingleFamily,2019,363526,1956,7674,1474,2,3,Northridge,neighborhood,09/16/2002,280000,676300
2773593,3062 Hollyridge Dr,90068,Los Angeles,SingleFamily,2019,2083061,1927,NA,2645,4,5,Hollywood Hills,neighborhood,04/05/2012,1850000,1755600
600943,14560 Benefit St UNIT 105,91403,Los Angeles,Condominium,2019,404046,1978,20412,1557,2,2,Sherman Oaks,neighborhood,04/30/1990,245000,890000
15783125,14801 Pampas Ricas Blvd,90272,Pacific Palisades,SingleFamily,2019,6934672,2020,15028,11607,10,7,Pacific Palisades,neighborhood,06/16/2014,2470000,2728800
869874,10419 Lubao Ave,91311,Chatsworth,SingleFamily,2019,924000,1968,16060,2081,2,3,Chatsworth,neighborhood,07/12/2005,786000,613700
1523779,2850 Glendon Ave,90064,Los Angeles,SingleFamily,2019,590836,1945,5750,1646,2,3,Cheviot Hills,neighborhood,11/16/1998,357500,1814100
581515,1923 W 78th Pl,90047,Los Angeles,SingleFamily,2019,356076,1925,6701,1376,1,3,South Los Angeles,neighborhood,12/18/2019,572000,429200
645219,8542 Gothic Ave,91343,North Hills,SingleFamily,2019,453096,1961,7492,1439,2,3,North Hills,neighborhood,09/26/2008,392500,546400
1341774,4520 Azalia Dr,91356,Tarzana,SingleFamily,2019,705448,1970,12380,3179,3,5,Tarzana,neighborhood,05/26/1994,463000,739500
1614846,2123 Ridgemont Dr,90046,Los Angeles,SingleFamily,2019,634916,1960,8806,1567,3,3,Beverly Crest,neighborhood,03/20/2009,550000,2260600
2251599,1200 W 29th St,90007,Los Angeles,MultiFamily2To4,2019,500994,2001,9574,6607,13,19,University Park,neighborhood,03/01/2019,4200000,NA
604324,20314 Mobile St,91306,Winnetka,SingleFamily,2019,506369,1956,7506,1362,2,4,Winnetka,neighborhood,05/22/2015,470000,527400
629523,8406 S Main St,90003,Los Angeles,Duplex,2019,549797,2000,5293,2434,4,6,Southeast Los Angeles,neighborhood,03/17/2005,370000,359400
369000,7656 Mckinley Ave,90001,Los Angeles,MultiFamily2To4,2019,325000,1924,2587,960,2,2,Southeast Los Angeles,neighborhood,11/30/2018,260000,359400
576499,13555 Raven St,91342,Sylmar,SingleFamily,2019,407860,1983,6199,1629,2,5,Sylmar,neighborhood,03/15/2005,295000,473900
597230,20620 Haynes St,91306,Winnetka,SingleFamily,2019,220433,1955,7551,1388,2,4,Winnetka,neighborhood,07/30/1999,160000,527400
682525,7709 Atoll Ave,91605,North Hollywood,SingleFamily,2019,582624,1957,7535,1761,2,3,Sun Valley,neighborhood,06/02/2015,467500,483500
736190,1857 W 38th St,90062,Los Angeles,SingleFamily,2019,287910,1921,5161,1379,1,3,South Los Angeles,neighborhood,06/01/1998,142000,429200
595511,20274 Mobile St,91306,Winnetka,SingleFamily,2019,194144,1955,7528,1366,2,3,Winnetka,neighborhood,NA,NA,527400
401100,10442 Mary Ave,90002,Los Angeles,SingleFamily,2019,225274,1944,5183,803,1,2,Watts,neighborhood,11/01/2013,205000,322300
1497780,4227 Michael Ave,90066,Los Angeles,SingleFamily,2019,309673,1953,5501,1108,2,3,Del Rey,neighborhood,12/15/1995,204000,934700
607697,19731 Saticoy St,91306,Winnetka,SingleFamily,2019,483518,1984,5527,1595,2,3,Winnetka,neighborhood,07/22/2013,440000,527400
674791,1015 E 54th St,90011,Los Angeles,MultiFamily2To4,2019,603432,1923,5401,1900,NA,4,Southeast Los Angeles,neighborhood,04/14/2017,580000,359400
678332,6867 Cantaloupe Ave,91405,Van Nuys,SingleFamily,2019,560442,1954,6376,1460,2,3,Van Nuys,neighborhood,09/11/2013,510000,548000
650215,20024 Vanowen St,91306,Winnetka,SingleFamily,2019,156088,1952,7014,1958,2,4,Winnetka,neighborhood,NA,NA,527400
2796491,3700 Hayvenhurst Ave,91436,Encino,SingleFamily,2019,2550000,1957,24489,2946,3,5,Encino,neighborhood,09/28/2017,2500000,872400
766825,6600 Norwich Ave,91405,Van Nuys,SingleFamily,2019,443626,1953,8052,1629,2,3,Van Nuys,neighborhood,07/19/1989,269000,548000
566594,812 W 145th St,90247,Gardena,SingleFamily,2019,382353,1950,5020,1672,2,4,Harbor Gateway,neighborhood,09/12/2003,176500,513600
436917,146 E 84th Pl,90003,Los Angeles,SingleFamily,2019,110014,1923,5201,1222,2,3,Southeast Los Angeles,neighborhood,NA,NA,359400
597860,10036 Casaba Ave,91311,Chatsworth,SingleFamily,2019,199403,1959,7523,1200,2,3,Chatsworth,neighborhood,NA,NA,613700
567987,8020 Radford Ave,91605,North Hollywood,SingleFamily,2019,99221,1947,6534,1263,1,3,Sun Valley,neighborhood,NA,NA,483500
845175,5066 N North Maywood Ave,90041,Los Angeles,SingleFamily,2019,157838,1915,7426,1428,1,3,Eagle Rock,neighborhood,NA,NA,794500
2778923,10961 Savona Rd,90077,Los Angeles,SingleFamily,2019,1500089,1972,85017,2649,5,3,Bel Air,neighborhood,01/19/1995,300000,3264800
519414,5119 Woodlawn Ave,90011,Los Angeles,Duplex,2019,215916,1921,5105,1854,2,4,Southeast Los Angeles,neighborhood,12/07/1995,145000,359400
886213,5837 Abernathy Dr,90045,Los Angeles,SingleFamily,2019,627069,1949,7003,1062,1,2,Westchester,neighborhood,10/24/2003,492000,1067500
831566,4915 Argus Dr,90041,Los Angeles,SingleFamily,2019,62140,1957,5044,1123,4,5,Eagle Rock,neighborhood,NA,NA,794500
758361,3613 2nd Ave,90018,Los Angeles,Duplex,2019,32249,1910,5601,1915,2,4,Jefferson Park,neighborhood,NA,NA,NA
1400316,13437 Contour Dr,91423,Sherman Oaks,SingleFamily,2019,1274490,1968,5227,2189,3,4,Sherman Oaks,neighborhood,06/29/2017,1225000,890000
691228,628 W 19th St,90731,San Pedro,MultiFamily2To4,2019,484168,1955,5000,2000,3,3,San Pedro,neighborhood,06/01/2012,430000,578000
954478,11711 Kiowa Ave APT 3,90049,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,2,2,Brentwood,neighborhood,NA,NA,2404000
604650,12434 Valley Vista Way,91342,Sylmar,Condominium,2019,518937,2002,3589092,2360,3,3,Sylmar,neighborhood,01/03/2003,400000,473900
1486837,3736 Tuller Ave,90034,Los Angeles,SingleFamily,2019,988380,1947,6394,1554,2,3,Palms,neighborhood,07/14/2016,950000,951600
908460,6211 Pat Ave,91307,West Hills,Condominium,2019,476406,1967,15810,2610,3,5,West Hills,neighborhood,05/10/1999,339000,651200
1696943,3527 Butler Ave,90066,Los Angeles,SingleFamily,2019,226553,1940,6441,780,1,2,Mar Vista,neighborhood,NA,NA,1309500
1198841,5417 Fulton Ave,91401,Sherman Oaks,SingleFamily,2019,452705,1968,5009,2559,2,3,Sherman Oaks,neighborhood,10/17/2019,865000,890000
874039,11171 Blix St,91602,North Hollywood,SingleFamily,2019,51373,1924,8254,1088,1,2,North Hollywood,neighborhood,NA,NA,536800
582454,11936 Covello St,91605,North Hollywood,SingleFamily,2019,210783,1952,6757,1427,2,2,Sun Valley,neighborhood,06/14/1995,140000,483500
483598,21210 Gault St,91303,Canoga Park,SingleFamily,2019,233800,1954,7498,768,1,2,Canoga Park,neighborhood,03/07/1989,139001,487900
1201808,13101 Magnolia Blvd,91423,Sherman Oaks,SingleFamily,2019,164724,1962,6480,2132,2,4,Sherman Oaks,neighborhood,NA,NA,890000
784506,2416 Carmona Ave,90016,Los Angeles,SingleFamily,2019,36306,1920,6077,880,1,2,Mid City,neighborhood,NA,NA,862400
550729,11256 Cohasset St,91352,Sun Valley,SingleFamily,2019,200004,1944,6693,1028,1,3,Sun Valley,neighborhood,07/19/1996,137000,483500
933118,6838 Simpson Ave,91605,North Hollywood,Quadruplex,2019,751872,1943,6749,2703,4,6,North Hollywood,neighborhood,02/22/2005,595000,536800
421708,12423 S San Pedro St,90061,Los Angeles,SingleFamily,2019,349131,1948,5083,866,1,2,Willowbrook,city,08/13/2001,147500,374500
789057,4822 11th Ave,90043,Los Angeles,SingleFamily,2019,171820,1920,7493,1478,2,3,Park Mesa Heights,neighborhood,NA,NA,502000
756212,1564 Avalon St,90026,Los Angeles,SingleFamily,2019,182341,1913,2115,1088,1,2,Echo Park,neighborhood,07/28/2000,135000,809300
2168825,4825 18th St,90019,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,6227,6,9,Mid City,neighborhood,08/10/2018,2050000,862400
1106955,5120 El Rio Ave,90041,Los Angeles,SingleFamily,2019,280303,1910,6771,2076,1,3,Eagle Rock,neighborhood,06/30/1997,192000,794500
853844,6659 Coldwater Canyon Ave,91606,North Hollywood,MultiFamily2To4,2019,810000,2017,8041,2136,5,4,Valley Glen,neighborhood,10/12/2018,810000,661900
980382,8816 Wonderland Ave,90046,Los Angeles,SingleFamily,2019,769895,1963,2613,1069,1.5,2,Beverly Crest,neighborhood,02/03/2017,740000,2260600
662465,1501 Rutgers Pl,90710,Harbor City,SingleFamily,2019,359596,1971,6148,1574,2,4,Harbor City,neighborhood,03/27/2000,261000,543400
682343,11300 Amestoy Ave,91344,Granada Hills,SingleFamily,2019,622200,1954,7840,1346,2,4,Granada Hills,neighborhood,09/28/2017,610000,591300
667389,6938 Costello Ave,91405,Van Nuys,SingleFamily,2019,357032,1950,7391,1542,2,4,Van Nuys,neighborhood,07/17/2002,275000,548000
445420,22901 Vanowen St,91307,West Hills,MultiFamily2To4,2019,422284,1971,8160,950,2,2,West Hills,neighborhood,06/01/1998,290000,651200
780235,19532 Gifford St,91335,Reseda,SingleFamily,2019,493959,2001,5088,2908,3,5,Reseda,neighborhood,12/04/2001,373000,493700
438376,1251 E 50th St,90011,Los Angeles,SingleFamily,2019,266136,1921,5227,960,2,3,Southeast Los Angeles,neighborhood,06/04/2010,230000,359400
1512624,5134 Otis Ave,91356,Tarzana,SingleFamily,2019,647543,1946,21562,3308,3,4,Tarzana,neighborhood,01/18/1994,425000,739500
676264,12814 Arminta St,91605,North Hollywood,SingleFamily,2019,468787,1962,5662,1730,3,4,Sun Valley,neighborhood,12/16/2008,385000,483500
601444,10525 Irma Ave,91042,Tujunga,SingleFamily,2019,171029,1947,5568,1078,2,3,Tujunga,neighborhood,04/14/1994,105000,558800
3528155,125 S Plymouth Blvd,90004,Los Angeles,SingleFamily,2019,1321042,1922,10184,3617,4,5,Mid Wilshire,neighborhood,03/08/2019,3345000,1620500
5167784,1141 Angelo Dr,90210,Beverly Hills,SingleFamily,2019,2251334,1959,11796,3506,5,4,Beverly Crest,neighborhood,03/20/2019,4900000,2260600
